Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.448,81.341,6.864,3.17,74.83,880.8,897,121.1,104.9,149.9,929,8.86,18.71,1
105.449,81.437,6.968,3.19395425,74.82,908.6,919.9,104.6,106.7,148.1,933.1,8.85,18.98,1
105.944,81.027,6.864,3.82,74.81,901.6,918.2,118.4,88.9,145.8,922.3,8.8,18.77,1
105.505,81.162,6.864,3.16,74.82,879.7118598,918.2,116.9,106.2,145.6,937.7,8.83,18.98,1
106.169,81.227,6.968,3.18,74.81,910.7,927.1,114.5,106,146.8,927.7,8.83,18.74,1
105.505,81.058,6.968,3.22,74.83,920.2642832,918.2,118.4,107.8,147,922.3,8.83,18.98,1
106.2738533,81.402,6.864,3.82,74.82,920.3128821,938.2,113.9,104.9,147.6,874.6,8.82,18.77,1
106.273367,80.411,6.864,3.22,74.81,885.4848258,918.2,127.3,106.7,147,917.5,8.82,18.98,1
105.505,81.362,6.864,3.188361989,74.83,920.1078439,938.2,120.5,107.8,147.6,920.2,8.84,18.98,1
106.2735585,81.162,6.864,3.192578446,74.81,885.6393902,904,118.4,88.9,146.1,937.7,8.85,18.73,1
105.449,81.437,6.864,3.22,74.83,884.9158534,918.2,120.5,93.1,148.1,920.2,8.68,18.76,1
105.944,81.343,7.124,3.82,74.82,885.5762529,926.3,118.4,106.2,146,874.6,8.83,18.71,1
105.902,81.343,6.864,3.191156919,74.83,903.1,918.2,120.5,106.7,146,920.2,8.8,18.73,1
106.297,81.409,6.968,3.17,74.81,884.3,901.1,121.4,106.4,145.8,928.1,8.85,18.71,1
105.449,81.343,6.968,3.180028976,74.82,920.6720308,904,127.3,104.3,147.6,874.6,8.81,18.71,1
105.902,80.411,6.968,3.186932563,74.83,879.9538117,896.8,120.5,107.8,145.8,917.5,8.81,18.75,1
106.2729917,81.402,6.864,3.16,74.83,901.6,918.2,120.5,104.9,146,930.5,8.8,18.89,1
105.902,80.617,7.228,3.18057016,74.81,879.8995623,919.9,104.6,104.3,145.9,933.1,8.76,18.76,1
106.2731004,81.402,7.228,3.16,74.81,908.6,926.3,120.5,88.9,145.9,933.1,8.82,18.73,1
106.2771352,81.471,7.228,3.16,74.82,879.2119501,938.2,127.3,106.4913129,145.9,882.3,8.8,18.8,1
105.449,81.058,7.124,3.2,74.82,908.6,938.2,116.9,107.8,148.1,937.7,8.84,18.76,1
105.505,81.162,7.228,3.16,74.81,920.1608631,902.2784685,113.9,106.4540099,147,923.9,8.76,18.73,1
105.449,81.058,7.124,3.17589273,74.81,901.6,935.9,113.9,104.3,148.1,874.6,8.81,18.71,1
105.449,81.343,6.968,3.82,74.81,879.7846857,895.3,113.9,107.3,146.1,933.1,8.82,18.72,1
106.237,81.162,6.864,3.18,74.81,908.6,926.3,113.9,104.9,146,937.7,8.85,18.72,1
106.434,81.522,6.968,3.17,74.83,880,900.7,122,106,146.2,921.9,8.82,18.75,1
106.008,81.25,7.124,3.18,74.82,909.2,925.4,112.7,104.5,146,924.2,8.85,18.72,1
106.308,81.414,6.968,3.18,74.79,909.4,925.6,118.4,105.1,146,929.5,8.81,18.75,1
106.323,81.027,6.864,3.22,74.82,920.0422807,919.9,120.5,88.9,147,926.5,8.83,18.76,1
105.505,80.617,6.864,3.186044932,74.81,880.1264908,896.8,120.5,107.3,146.1,874.6,8.76,18.73,1
106.2705046,81.437,6.968,3.82,74.82,908.6,919.9,116.9,107.3,146.1,933.1,8.59,18.98,1
105.449,81.402,6.864,3.16,74.83,885.5570687,919.9,116.9,106.7,145.8,937.7,8.68,18.73,1
106.237,80.617,6.864,3.22,74.82,901.6,926.3,120.5,106.5502604,148.1,923.9,8.82,18.8,1
106.4359284,81.343,6.864,3.82,74.83,903.1,896.8,107.3,106.4058361,145.6,922.3,8.59,18.72,1
106.167,81.212,6.864,3.19,74.81,909.2,927.3,118.1,103.1,146.1,920.4,8.84,18.72,1
106.273,81.402,6.864,3.19,74.83,886.9,902.7,120.5,106.7,145.8,920.2,8.83,18.73,1
106.2749205,81.162,6.864,3.16,74.83,903.1,918.2,127.3,106.5532608,148.1,933.1,8.59,18.73,1
105.902,81.402,6.968,3.82,74.83,885.536247,926.3,120.5,88.9,146.7,930.5,8.82,18.72,1
105.902,81.027,6.864,3.189532567,74.81,908.6,926.3,107.3,104.3,147,923.9,8.8,18.75,1
106.323,80.411,7.228,3.185859537,74.83,919.8972294,938.2,120.5,104.3,146,917.5,8.68,18.89,1
106.308,81.435,6.968,3.16,74.81,881.5,899.2,119.6,105,147.1,921.9,8.81,18.76,1
105.449,80.411,6.864,4.08,74.82,920.4,935.9,107.3,88.9,147,874.6,8.59,18.98,1
105.902,81.027,7.124,3.22,74.83,885.5167671,938.2,120.5,106.7,147,930.5,8.84,18.98,1
106.2759446,81.343,6.968,3.22,74.82,886.9,935.9,118.4,104.9,145.6,923.9,8.68,18.73,1
106.2722502,81.343,6.864,3.82,74.82,903.1,919.9,120.5,107.3,145.8,922.3,8.85,18.72,1
105.944,81.162,6.864,3.179200358,74.83,879.4019468,895.3,118.4,93.1,146.1,917.5,8.85,18.73,1
106.2760142,81.058,6.864,3.22,74.82,885.0942138,919.9,113.9,106.4067486,148.1,933.1,8.81,18.71,1
106.2747163,80.617,6.864,3.16,74.83,903.1,935.9,120.5,104.9,146.1,882.3,8.68,18.73,1
105.944,81.162,6.968,3.16,74.82,885.3305872,895.3,116.9,106.4742012,147,874.6,8.59,18.73,1
106.4608791,81.343,6.864,3.2,74.83,879.7713581,919.9,120.5,104.3,146.7,874.6,8.83,18.98,1
106.425,81.41,6.968,3.23,74.82,878.7,898.1,114.2,104.3,147.9,924.5,8.81,18.76,1
105.6,80.626,6.864,3.62,74.82,922.1,938.9,115.1,96.2,145.9,874.2,8.67,18.89,1
106.4856403,81.058,6.864,3.187293787,74.82,901.6,902.2134023,107.3,106.2,146.7,920.2,8.76,18.75,1
105.944,80.617,7.228,3.22,74.82,901.6,935.9,104.6,106.2,146.1,937.7,8.83,18.89,1
105.449,81.162,6.864,3.194062207,74.83,901.6,938.2,116.9,107.3,146,874.6,8.8,18.75,1
105.505,81.437,6.968,3.16,74.82,901.6,935.9,120.5,104.9,146.7,917.5,8.84,18.73,1
105.902,81.402,7.228,3.16,74.82,885.7289653,926.3,107.3,106.7,147,937.7,8.8,18.8,1
105.449,81.027,6.864,3.186562309,74.83,879.5321324,935.9,120.5,106.5732192,147,917.5,8.85,18.77,1
106.237,80.411,6.968,3.178665762,74.82,886.9,895.3,120.5,104.3,146.7,933.1,8.85,18.76,1
105.902,81.362,6.968,3.192267886,74.82,879.0989214,895.3,120.5,106.4370257,147.6,937.7,8.8,18.8,1
105.944,81.437,6.864,3.16,74.83,885.2521912,918.2,120.5,88.9,146,937.7,8.59,18.76,1
105.505,81.437,6.968,3.2,74.81,908.6,895.3,116.9,104.9,147.6,937.7,8.59,18.76,1
105.902,80.617,6.968,3.179777969,74.82,886.9,902.9079504,127.3,107.8,147.6,926.5,8.83,18.76,1
106.132,81.361,7.124,3.16,74.83,908.8,924.7,116,106,145.3,927.6,8.85,18.72,1
106.4537481,81.343,6.864,3.181204319,74.82,919.2814907,904,127.3,106.4779508,147,882.3,8.8,18.73,1
106.4644605,81.058,6.864,3.22,74.83,901.6,919.9,127.3,88.9,147,874.6,8.85,18.71,1
105.944,81.471,6.864,3.22,74.81,886.9,904,120.5,106.5578166,145.6,920.2,8.59,18.71,1
105.505,80.617,7.124,3.183493349,74.82,880.0033838,902.3201639,118.4,93.1,147.6,937.7,8.68,18.77,1
106.4738538,81.058,6.864,3.190188852,74.81,879.0866464,896.8,113.9,104.3,146,922.3,8.85,18.75,1
106.2737181,81.471,6.864,3.2,74.82,901.6,926.3,120.5,106.2,146.1,937.7,8.85,18.73,1
105.944,81.162,6.968,3.18459044,74.83,908.6,902.4401334,107.3,104.9,145.6,926.5,8.82,18.89,1
105.944,81.027,7.228,3.16,74.82,885.3418589,895.3,120.5,104.9,146,882.3,8.82,18.72,1
105.505,80.411,6.864,3.193859765,74.82,903.1,926.3,118.4,104.3,146,917.5,8.59,18.77,1
106.482261,81.027,6.864,4.08,74.82,901.6,903.044618,120.5,107.3,147,933.1,8.84,18.75,1
106.237,81.471,7.228,3.2,74.83,903.1,926.3,104.6,104.3,147,882.3,8.85,18.72,1
105.902,81.471,6.968,4.08,74.81,921.0109032,895.3,116.9,104.9,147,937.7,8.84,18.73,1
106.323,81.471,6.968,3.190281859,74.81,920.2746318,902.6278485,116.9,106.5040028,145.6,926.5,8.76,18.76,1
106.2734043,81.162,7.124,3.186193361,74.81,879.0408607,902.3961209,107.3,88.9,146.1,882.3,8.81,18.76,1
105.972,81.066,6.968,3.14,74.81,904.8,921,119.6,107.7,147.6,924.2,8.82,18.75,1
105.449,81.402,6.968,3.16,74.82,919.871766,935.9,120.5,106.3954367,146.1,874.6,8.85,18.8,1
106.4739762,81.058,6.968,3.187023949,74.83,901.6,935.9,113.9,106.5308545,146.1,937.7,8.76,18.72,1
105.902,81.437,7.228,3.2,74.83,886.9,902.3210846,116.9,106.2,145.6,930.5,8.76,18.98,1
105.944,81.362,6.864,3.22,74.82,879.9165948,938.2,118.4,104.9,145.9,937.7,8.8,18.72,1
106.323,81.162,7.124,4.08,74.81,885.0550528,904,127.3,93.1,147.6,917.5,8.8,18.89,1
105.449,80.617,6.864,3.187987591,74.82,879.723963,895.3,116.9,88.9,145.8,920.2,8.85,18.8,1
106.237,81.343,7.228,3.180890559,74.82,878.8626503,896.8,120.5,104.3,147,920.2,8.85,18.76,1
106.4758324,81.402,6.864,3.184192709,74.82,885.422861,919.9,120.5,107.8,148.1,874.6,8.84,18.73,1
106.464,81.362,7.124,3.23,74.83,880.8,895.9,115.1,104.4,146.7,923.7,8.82,18.75,1
106.2711613,80.411,6.968,3.187625189,74.83,908.6,926.3,120.5,106.7,145.6,933.1,8.83,18.73,1
105.449,81.402,6.968,3.82,74.82,878.8442064,919.9,104.6,104.3,147,917.5,8.84,18.73,1
105.449,81.471,6.864,3.19269475,74.81,886.9,896.8,118.4,106.2,146,882.3,8.84,18.73,1
106.4466344,81.027,6.864,3.22,74.83,908.6,918.2,118.4,106.3934286,145.9,933.1,8.68,18.8,1
105.505,81.162,6.864,3.22,74.81,920.0866721,896.8,118.4,107.8,147,882.3,8.81,18.73,1
105.505,81.058,6.864,3.16,74.82,886.9,919.9,107.3,104.9,145.6,920.2,8.8,18.71,1
106.2733014,81.402,6.968,3.2,74.82,920.5052691,926.3,127.3,88.9,145.8,933.1,8.85,18.75,1
106.237,81.402,6.864,3.190081784,74.81,886.9,902.7623254,113.9,104.9,147,917.5,8.81,18.75,1
105.505,81.471,7.228,3.190686026,74.82,879.4793766,926.3,113.9,104.3,147,933.1,8.84,18.89,1
106.237,81.437,6.968,3.16,74.83,885.4747158,902.3591863,120.5,104.9,146.7,923.9,8.84,18.73,1
106.237,81.362,6.864,3.16,74.83,879.3233101,901.9444552,104.6,107.8,147,882.3,8.81,18.77,1
106.478,81.33,6.968,3.22,74.8,876.7,895.2,114.8,104.2,147.1,926.1,8.84,18.73,1
106.458,81.471,7.228,3.2,74.82,879.8,896.8,127.3,106.2,145.9,923.9,8.82,18.75,1
106.463,81.413,6.968,3.19,74.82,880.2,897.7,118.1,106.1,145.5,920.6,8.78,18.78,1
106.258,81.296,6.864,3.16,74.81,884.6,903.5,119.6,107.6,146.1,920.9,8.83,18.73,1
106.237,81.471,6.864,4.08,74.82,901.6,918.2,116.9,106.4116552,146.7,917.5,8.81,18.75,1
106.323,80.617,6.968,3.197318366,74.83,908.6,935.9,113.9,107.3,147.6,917.5,8.83,18.77,1
106.2765834,81.437,6.968,3.18820761,74.82,919.1765961,938.2,120.5,106.4030235,146,882.3,8.81,18.89,1
105.944,81.058,6.864,3.22,74.82,903.1,926.3,120.5,106.2,147,923.9,8.81,18.71,1
105.449,81.362,6.864,3.16,74.83,901.6,918.2,120.5,106.355786,147,882.3,8.8,18.73,1
106.298,81.448,6.968,3.16,74.82,883.3,900.1,118.4,104.2,146.2,937.2,8.83,18.73,1
106.2740949,81.058,6.864,3.195707439,74.83,879.1633988,935.9,116.9,106.2,148.1,923.9,8.59,18.72,1
106.2758571,80.617,6.864,4.08,74.82,901.6,918.2,113.9,106.7,147,930.5,8.84,18.77,1
105.449,81.402,6.968,4.08,74.82,908.6,918.2,118.4,106.2,147,874.6,8.84,18.76,1
106.4778853,80.617,6.864,3.22,74.81,919.8609726,902.3546888,127.3,106.4892988,146.7,933.1,8.59,18.72,1
106.4368125,80.617,6.864,3.190987766,74.82,886.9,926.3,113.9,106.7,147,920.2,8.76,18.76,1
106.4693341,80.617,6.864,3.16,74.81,901.6,895.3,120.5,107.8,145.8,937.7,8.81,18.76,1
106.2733876,81.402,6.864,3.187961298,74.82,903.1,926.3,104.6,107.8,145.6,922.3,8.82,18.73,1
105.913,81.006,6.968,3.16,74.81,907.2,920.1,115.4,106.6,145.6,928.1,8.88,18.68,1
106.105,81.219,6.968,3.19,74.8,910.3,927.5,120.2,104.1,145.2,919.5,8.85,18.72,1
106.188,81.34,6.864,3.25,74.81,909.4,925.8,117.5,101.8,145.4,910.1,8.84,18.73,1
106.277,81.339,6.968,3.17,74.81,908.4,924.1,113.6,105.5,146.4,921.4,8.84,18.73,1
106.229,81.28,6.864,3.22,74.81,915.3,929.7,123.2,103.7,145.7,915.7,8.79,18.78,1
106.066,81.207,6.864,3.19,74.8,907.9,923.9,119.6,106.2,145.9,917.3,8.83,18.73,1
105.863,80.925,6.864,3.22,74.8,899.2,918.2,117.8,105.4,145.7,918.3,8.85,18.71,1
106.211,81.322,6.864,3.22,74.81,912.7,928.6,114.8,103.6,145.8,912.1,8.81,18.75,1
106.191,81.22,6.864,3.2,74.83,910.8,925.2,120.2,105.5,145.7,919,8.83,18.74,1
105.569,80.629,6.968,3.6,74.82,922.7,940.2,111.8,96.6,147.1,894.8,8.77,18.8,1
105.515,80.659,6.968,4.01,74.8,917.1,935.9,111.5,93,146.6,903.6,8.81,18.76,2
106.465,81.38,6.968,3.19,74.8,881.9,897,119.3,104.7,146.3,926.3,8.82,18.75,2
106.242,81.349,6.968,3.18,74.83,887,903.5,115.4,103.3,146.6,925.1,8.88,18.69,2
106.46,81.547,6.968,3.19,74.83,882.8,900.1,115.1,103.6,145.4,926.6,8.83,18.74,2
106.272,81.327,6.968,3.19,74.79,883.9,900.1,117.2,104,145.4,922.5,8.83,18.74,2
105.63,80.692,6.968,3.57,74.81,923.6,941.1,112.7,96.7,146,885.2,8.67,18.89,2
106.233,81.223,6.968,3.16,74.8,909,925.2,119.9,106.4,145.6,919.4,8.84,18.72,2
106.269,81.286,7.124,3.18,74.8,887.8,904.6,121.4,106.1,145.5,920.3,8.78,18.78,2
105.778,80.645,6.968,3.46,74.83,917.7,933.2,114.8,101.4,146.1,874.4,8.69,18.88,2
106.37,81.405,6.968,3.19,74.82,880,897.4,119.9,105.6,146.9,918,8.8,18.77,2
106.343,81.422,6.968,3.16,74.83,882.2,899.4,116,107.1,146,923.6,8.85,18.72,2
105.865,80.901,6.864,3.2,74.81,902.9,917.5,114.8,105.2,148,917.3,8.87,18.69,2
106.45,81.487,6.968,3.19,74.82,881.5,897.9,117.8,104.9,145.5,932.4,8.85,18.72,2
105.825,80.876,6.968,3.25,74.81,897.6,913.2,121.7,104,145.6,915.1,8.81,18.76,2
105.878,81.018,6.968,3.13,74.81,921.2,937,118.7,110.9,146,918,8.87,18.7,2
106.536,81.475,6.968,3.2,74.82,880.4,896.8,113.9,104.7,146.3,915.8,8.8,18.76,2
106.262,81.432,6.968,3.22,74.81,886.3,904,121.1,106.4,146.7,913.1,8.81,18.75,2
106.253,81.349,6.864,3.17,74.81,918.2,934.8,118.7,105.5,146.5,910.8,8.86,18.71,2
106.315,81.331,6.968,3.25,74.81,910.8,924.5,113.9,103.7,147.2,905,8.75,18.81,2
106.276,81.325,6.968,3.24,74.83,909.7,926.7,113,103.6,146.1,912.8,8.77,18.8,2
106.283,81.358,7.02,3.24,74.81,912,926.5,119,105.2,146,909.9,8.81,18.76,2
124.391,80.844,6.968,3.17,74.81,916.7,933,124.7,110,146.1,914.9,8.88,18.69,2
105.936,81.059,6.968,3.17,74.81,905.7,920.3,120.2,106.3,146,918,8.84,18.73,2
106.028,81.21,6.968,3.18,74.8,912.1,926.5,115.7,105.1,146.9,921.9,8.84,18.73,2
106.128,81.233,6.864,3.17,74.82,909.9,926.3,119.9,106.6,145.1,913.3,8.87,18.7,2
106.204,81.322,6.864,3.24,74.83,912.3,930.2,112.7,101.4,147.4,902.5,8.81,18.76,2
106.324,81.36,6.864,3.24,74.83,914.7,934.8,111.8,102.2,145.7,908.1,8.8,18.77,2
106.33,81.386,6.968,3.29,74.82,918.6,938.9,114.2,102.2,145.2,899.2,8.82,18.75,2
106.275,81.284,6.968,3.2,74.82,914,927.6,115.4,105,145.2,916.7,8.81,18.76,2
106.315,81.285,6.864,3.17,74.8,910.8,925.4,114.8,104.2,146.3,910.6,8.86,18.71,2
106.301,81.351,6.968,3.22,74.82,912.9,929.7,115.7,104.4,146.3,908.8,8.81,18.76,2
105.863,80.931,6.968,3.22,74.82,902.2,919.5,121.4,107,147.3,916,8.81,18.75,2
106.275,81.465,6.864,3.24,74.81,914,933.4,115.4,103.3,146.3,915.1,8.79,18.78,2
106.275,81.355,6.968,3.23,74.83,907.3,925.6,112.4,102.5,145.8,916.4,8.8,18.77,2
106.138,81.124,7.124,3.19,74.82,922.3,935.9,121.1,109.6,146.7,912.5,8.9,18.67,2
106.199,81.281,7.124,3.19,74.82,908.6,925.6,118.1,105.9,146,915.7,8.82,18.75,2
106.194,81.242,6.864,3.25,74.82,916.9,935,113.3,103.2,145.9,904.5,8.78,18.79,2
105.981,80.996,6.864,3.11,74.82,919.9,938.2,120.5,111.2,146.7,917.7,8.88,18.68,2
106.25,81.357,6.968,3.26,74.8,908.8,926.7,110.3,103.7,145.7,893.7,8.72,18.85,2
106.29,81.198,6.968,3.23,74.81,908.4,926.7,125.2,105.5,145.9,909.9,8.8,18.77,2
106.252,81.293,6.968,3.18,74.8,912,927.6,116.3,106.4,145.4,912.7,8.85,18.71,2
106.285,81.421,6.968,3.2,74.8,909.4,926.2,113.3,105.7,146.2,913,8.84,18.73,2
106.183,81.388,6.864,3.25,74.81,912,929.5,116.3,104,145.6,910.1,8.8,18.77,2
106.23,81.379,6.968,3.29,74.83,912.9,928.4,114.2,100.3,147.6,901,8.77,18.8,2
105.803,80.954,6.968,3.19,74.81,901.1,915.8,118.7,105.9,145.2,919.8,8.89,18.67,2
106.195,81.238,6.864,3.17,74.81,910.8,927.3,120.8,105.9,145.4,915.9,8.83,18.73,2
105.918,80.66,6.968,3.47,74.82,918.8,935,114.5,102.6,146.4,882.8,8.74,18.83,2
106.235,81.425,7.124,3.24,74.81,912.3,929.1,116,102.9,145.5,905.3,8.82,18.75,2
106.151,81.136,7.852,3.13,74.81,921.4,938,122,110,146,925.3,8.93,18.64,2
105.726,80.836,6.968,3.47,74.8,928.2,943.7,118.7,99.2,148,889.4,8.73,18.84,2
106.084,81.316,6.968,3.23,74.81,910.8,925.8,119.6,104.4,145.7,912.8,8.85,18.72,2
106.322,81.312,6.968,3.27,74.83,919.3,937.2,119,104.1,147.7,901.4,8.81,18.76,2
106.056,81.12,7.852,3.14,74.8,920.8,937.6,119.3,109.6,146.3,915.8,8.89,18.68,2
106.19,81.395,6.968,3.21,74.82,912.5,928.6,116.9,104.7,145.6,915.6,8.82,18.75,2
105.832,80.995,6.968,3.25,74.82,899.4,916.4,119.3,104.6,146.4,910.6,8.83,18.74,2
106.497,81.338,6.968,3.18,74.82,912.1,925.8,122,105.2,146.3,913.7,8.83,18.74,2
106.243,81.431,6.968,3.2,74.83,912.1,929.3,117.8,105.9,146.4,914.3,8.87,18.69,2
106.306,81.329,6.864,3.25,74.8,915.5,933.7,121.1,102.9,145.6,908.9,8.82,18.75,2
106.167,81.185,6.968,3.19,74.83,913.2,926.7,119,106.6,145.6,917,8.83,18.74,2
106.435,81.355,6.968,3.32,74.82,916.9,936.7,113.9,103.5,145.6,904.9,8.81,18.76,2
106.013,81.09,6.968,3.17,74.8,907.2,923.9,114.8,106.5,146,914.7,8.83,18.74,2
106.304,81.361,6.968,3.24,74.81,885.2,902.2,119.3,104.3,146.3,913.5,8.81,18.76,2
105.948,80.929,6.968,3.19,74.81,905.1,921,116.3,105.6,145.7,913.2,8.83,18.73,2
105.922,81.041,6.968,3.19,74.83,904.2,921.2,114.5,105.8,146.9,919.7,8.85,18.71,2
106.486,81.383,6.968,3.22,74.81,879.8,896.3,117.8,104.1,145.5,909.5,8.78,18.79,2
106.358,81.445,6.968,3.19,74.81,882.1,900,115.1,104.6,145.4,931,8.88,18.68,2
106.002,81.157,6.968,3.17,74.83,908.4,923.8,113.6,105.3,146.6,932.4,8.91,18.66,2
106.071,81.139,6.968,3.23,74.8,907.9,924.9,114.2,103.5,146.5,910.3,8.79,18.78,2
106.212,81.324,6.968,3.23,74.82,914.4,929.1,114.8,104.8,145.5,907.9,8.78,18.78,2
106.099,80.887,7.332,3.09,74.81,924.3,937.2,117.8,110.3,145.9,925.6,8.92,18.65,2
106.31,81.382,6.864,3.19,74.81,910.5,927.8,115.1,104.5,146.6,913.6,8.84,18.73,2
106.355,81.381,6.968,3.28,74.83,919.5,938.3,112.7,102.4,145.9,901.7,8.73,18.84,2
106.28,81.311,7.124,3.18,74.81,888.5,902.7,118.4,105.7,146.3,913.2,8.79,18.78,2
106.387,81.312,6.864,3.23,74.8,915.1,932.2,116.6,103.3,145.9,905.4,8.81,18.76,2
106.185,81.368,6.968,3.2,74.82,912.7,925.4,115.4,104.7,147.6,919.5,8.86,18.71,2
106.264,81.316,6.968,3.25,74.8,912.3,929.1,112.1,103.2,147.6,911.9,8.85,18.72,2
106.19,81.341,6.968,3.24,74.81,907.7,926.2,122.9,103,145.7,914.7,8.82,18.74,2
106.289,81.35,6.968,3.22,74.83,913.1,929.5,113.3,102.3,146.3,908.7,8.83,18.74,2
105.81,80.787,6.968,3.34,74.81,930.6,945.9,112.1,100.6,146.9,913.5,8.79,18.78,2
106.15,81.241,6.968,3.2,74.82,908.4,926.7,113.3,103.8,146.4,920.1,8.84,18.73,2
106.143,81.396,7.228,3.26,74.81,911.6,926.5,115.1,105.1,146.4,917,8.81,18.76,2
106.278,81.33,7.02,3.25,74.8,917.3,934.3,117.5,104.6,146.9,916.7,8.83,18.74,2
106.289,81.249,6.968,3.29,74.83,917.5,933.9,111.8,101.7,146.5,900.8,8.78,18.79,2
106.237,81.476,6.968,3.29,74.8,911.4,927.5,110.9,101.3,146.6,913.3,8.81,18.76,2
141.136,80.947,6.968,3.13,74.8,921,936.7,123.8,110,145.6,918,8.86,18.71,2
106.143,81.199,6.968,3.19,74.83,908.4,927.6,117.2,107.1,145.6,929.7,8.89,18.68,2
106.189,81.146,6.968,3.17,74.82,913.1,925.4,120.2,106.5,145.5,920.9,8.85,18.71,2
106.248,81.237,6.968,3.23,74.83,913.8,928.6,115.4,103.8,145.8,915.9,8.82,18.74,2
106.026,80.974,6.864,3.14,74.8,920.4,937.4,117.8,108.9,145.6,916.5,8.83,18.74,2
106.305,81.281,6.864,3.2,74.82,914.2,929.1,116.3,103.5,145.7,913,8.83,18.74,2
106.282,81.385,6.864,3.2,74.83,913.4,930,119,104.7,145.8,917.7,8.81,18.76,2
105.87,80.84,6.968,3.23,74.83,918.8,935.8,119.6,108.3,145.9,923.6,8.86,18.71,2
106.332,81.322,6.968,3.23,74.83,907.7,925.6,119.9,104.4,146.3,914.8,8.85,18.72,2
106.36,81.38,6.968,3.23,74.81,919.7,936.7,115.7,104.1,145.4,912,8.83,18.74,2
106.236,81.329,6.968,3.19,74.82,909.7,927.5,114.8,105.7,146.7,913.3,8.8,18.76,2
106.3,81.339,6.968,3.28,74.83,912,928,115.4,102.5,146,911.2,8.77,18.79,2
106.258,81.229,6.968,3.19,74.82,910.3,928,122.3,106.1,145.6,913.8,8.84,18.73,2
106.181,81.424,6.968,3.25,74.81,911.6,926,112.1,104,145.7,908.1,8.85,18.72,2
106.273,81.395,6.968,3.27,74.8,910.7,926.7,116,103.9,146.4,916.2,8.79,18.78,2
106.337,81.258,6.968,3.2,74.81,912.5,928.9,116.6,105.5,146.3,913.4,8.84,18.72,2
110.223,81.081,7.748,3.1,74.84,921.2,936.7,126.4,113,147.5,923.1,8.9,18.67,2
106.221,81.328,6.968,3.25,74.81,908.6,927.1,115.7,103,146.8,906.9,8.81,18.76,2
106.316,81.441,7.124,3.25,74.81,910.3,927.8,111.5,103.5,145.3,908.1,8.81,18.76,2
106.246,81.376,6.968,3.26,74.82,910.1,928.7,116,103.4,146.4,908.8,8.77,18.8,2
106.048,81.261,6.864,3.2,74.8,912.5,927.5,116.6,106.1,146,916.7,8.86,18.71,2
106.398,81.312,6.864,3.25,74.82,920.6,938.7,113,102.3,145.9,912.7,8.85,18.72,2
90.34,81.094,7.852,3.08,74.81,917.5,937,130.3,111.8,145.2,943,8.98,18.59,2
106.05,81.389,6.968,3.21,74.79,911.4,925.8,118.1,107.7,146.3,914.1,8.83,18.73,2
105.924,80.861,6.864,3.16,74.83,921.4,937.4,120.8,109.6,145.6,916.7,8.88,18.69,2
106.309,81.397,6.968,3.29,74.81,907.3,925.2,114.8,103.4,146.6,908.5,8.81,18.76,2
106.169,81.303,7.124,3.19,74.81,916.9,938,113.9,104.6,145.4,909.3,8.83,18.74,2
106.298,81.38,6.968,3.27,74.81,918.8,936.3,115.1,104.1,145.4,908.7,8.81,18.75,2
105.854,80.751,6.968,3.2,74.82,916.9,932.8,122.9,112.3,146,921.6,8.85,18.72,2
106.281,81.295,6.968,3.23,74.8,886.1,902.4,116.9,102.3,146.3,918.6,8.79,18.78,2
105.906,81.169,6.968,3.14,74.82,910.3,924.3,116.3,106.6,145.1,935.8,8.94,18.63,2
106.175,81.294,6.968,3.18,74.81,911.4,928.2,118.4,106.1,145.4,927.1,8.88,18.69,2
106.11,81.314,6.968,3.25,74.81,907.5,925.8,114.2,103.2,145.8,905.1,8.79,18.77,2
106.434,81.39,7.124,3.19,74.81,884.1,900.7,113,104,146.6,916.9,8.79,18.78,2
106.184,81.295,6.968,3.16,74.8,908.6,927.6,120.5,106.4,145.1,933.6,8.88,18.68,2
106.319,81.293,6.864,3.26,74.82,917.5,935.6,119,104.4,146.6,908.7,8.8,18.77,2
105.822,80.833,6.968,3.19,74.83,917.9,934.5,124.7,110.5,146.6,918.7,8.85,18.72,2
106.275,81.287,6.968,3.23,74.81,910.8,928.2,118.1,104.4,146.5,916.5,8.83,18.74,2
106.302,81.343,6.968,3.25,74.82,910.5,928.4,116.3,104,147,911.3,8.79,18.78,2
105.979,81.038,6.968,3.13,74.82,903.3,918.6,116.9,105.9,145.8,919.3,8.87,18.7,2
106.294,81.336,6.864,3.23,74.8,909.4,927.8,115.7,103.8,145.6,911.2,8.83,18.74,2
106.211,81.466,6.968,3.21,74.81,910.1,926.9,113.6,103.4,145.4,904.4,8.82,18.75,2
106.394,81.429,7.124,3.22,74.83,878,897,118.7,104.3,146.1,916.2,8.82,18.75,2
106.282,81.303,6.968,3.24,74.81,911.4,926.7,121.7,106.6,146,913.5,8.82,18.74,2
105.982,81.237,6.968,3.19,74.82,908.8,925.8,116,103.5,146.5,910.6,8.84,18.73,2
106.31,81.392,6.968,3.29,74.83,921,938.5,114.2,100.4,145.6,906.9,8.74,18.83,2
